id_solicitud,fecha_solicitud,tipo_producto,id_cliente,monto_o_limite,moneda,pais,flag_prioritario,flag_digital
SYNTH-0988,2025-09-05,seguro,CLI-1087,394940,usd ,  uruguay,S,N
SYNTH-0274,15/03/2025,PRESTAMO,CLI-373,265836481,ARS,Mexico,S,N
SYNTH-0770,20-06-2025,PRESTAMO  ,CLI-869,-1, USD ,  uruguay,N,N
SYNTH-0689,22/11/2025,CUENTA,CLI-788,667974730,ARS,Uruguay,S,N
SYNTH-0571,01/01/2025,SERVICIO,CLI-670,24808,ARS,Mexico,S,S
SYNTH-0856,2025-03-20,PRESTAMO  ,CLI-955,30444,,  uruguay,S,N
SYNTH-0878,05-12-2025,tarjeta,CLI-977,-1,Eur,MEXICO,N,S
SYNTH-0123,18/07/2025,TARJETA,CLI-222,4023,USD,Argentina,N,N
SYNTH-0443,18/07/2025,SEGURO,CLI-542,437215,USD,Mexico,N,N
SYNTH-0840,15-03-2025,PRESTAMO  ,CLI-939,23434,ars,  uruguay,N,N
SYNTH-0718,2025-06-10,  CUENTA ,CLI-817,-500, USD ,  Argentina,N,N
SYNTH-0625,22/11/2025,PRESTAMO,CLI-724,45570,USD,Brasil,S,S
SYNTH-0301,15/03/2025,TARJETA,CLI-400,960982724,USD,Uruguay,S,S
SYNTH-0077,22/11/2025,SERVICIO,CLI-176,610021213,ARS,Argentina,S,S
SYNTH-0937,2025-06-10,  CUENTA ,CLI-1036,25862,GBP,brasil,N,S
SYNTH-0882,2025-09-05,  CUENTA ,CLI-981,954219097,ars,brasil,N,S
SYNTH-0201,30/12/2025,SEGURO,CLI-300,390051,ARS,Uruguay,S,S
SYNTH-0109,18/07/2025,SEGURO,CLI-208,43766,EUR,Chile,S,N
SYNTH-0566,18/07/2025,SEGURO,CLI-665,29002,EUR,Uruguay,S,S
SYNTH-0698,18/07/2025,PRESTAMO,CLI-797,47160,USD,Chile,N,N
SYNTH-0761,15-03-2025,tarjeta,CLI-860,172449, ARS,MEXICO,N,N
SYNTH-0355,15/03/2025,SEGURO,CLI-454,403175,EUR,Paraguay,S,S
SYNTH-0496,01/01/2025,SEGURO,CLI-595,929305700,EUR,Brasil,S,N
SYNTH-0923,05-12-2025, Servicio,CLI-1022,42890,usd ,  uruguay,N,S
SYNTH-0756,20-06-2025, Servicio,CLI-855,857592382, ARS,  Argentina,S,S
SYNTH-0857,2025-03-20,tarjeta,CLI-956,141673, ARS,colombia  ,N,N
SYNTH-0957,20-06-2025,PRESTAMO  ,CLI-1056,-500,ars,  uruguay,S,N
SYNTH-0618,05/04/2025,SEGURO,CLI-717,31118,ARS,Peru,S,S
SYNTH-0233,10/09/2025,TARJETA,CLI-332,8815,EUR,Argentina,S,N
SYNTH-0493,22/11/2025,SEGURO,CLI-592,314196428,EUR,Paraguay,S,S
SYNTH-0760,10-09-2025,seguro,CLI-859,6332,ars, CHILE ,S,N
SYNTH-0798,15-03-2025,tarjeta,CLI-897,16741, ARS,  Argentina,N,N
SYNTH-0795,15-03-2025,tarjeta,CLI-894,-1,usd , CHILE ,S,S
SYNTH-0853,10-09-2025,PRESTAMO  ,CLI-952,397584,Eur, CHILE ,N,N
SYNTH-0520,30/12/2025,PRESTAMO,CLI-619,34100,USD,Mexico,N,N
SYNTH-0764,2025-06-10, Servicio,CLI-863,70385923, ARS,  uruguay,N,S
SYNTH-0980,10-09-2025,PRESTAMO  ,CLI-1079,382469996,ars,,N,S
SYNTH-0367,10/09/2025,CUENTA,CLI-466,32867,ARS,Paraguay,S,N
SYNTH-0472,15/03/2025,CUENTA,CLI-571,385133,ARS,Brasil,N,S
SYNTH-0326,22/11/2025,CUENTA,CLI-425,41354,EUR,Paraguay,S,S
SYNTH-0904,15-03-2025,tarjeta,CLI-1003,11079,GBP, CHILE ,N,S
SYNTH-0845,20-06-2025,tarjeta,CLI-944,13147,Eur,MEXICO,N,N
SYNTH-0787,05-12-2025,  CUENTA ,CLI-886,27596,ars,MEXICO,S,S
SYNTH-0499,28/06/2025,SERVICIO,CLI-598,334354039,EUR,Peru,S,S
SYNTH-0217,28/06/2025,TARJETA,CLI-316,268513,ARS,Uruguay,S,S
SYNTH-0785,2025-01-15, Servicio,CLI-884,-1, USD ,  Argentina,S,S
SYNTH-0242,18/07/2025,SEGURO,CLI-341,18712,USD,Paraguay,N,S
SYNTH-0671,22/11/2025,TARJETA,CLI-770,1727,ARS,Uruguay,N,S
SYNTH-0037,28/06/2025,CUENTA,CLI-136,106615352,EUR,Chile,S,S
SYNTH-0241,28/06/2025,PRESTAMO,CLI-340,228856971,USD,Colombia,S,S
SYNTH-0627,28/06/2025,SERVICIO,CLI-726,301316474,EUR,Mexico,S,N
SYNTH-0425,28/06/2025,SEGURO,CLI-524,312849,USD,Peru,S,N
SYNTH-0398,05/04/2025,PRESTAMO,CLI-497,939512334,USD,Argentina,S,N
SYNTH-0779,2025-06-10,  CUENTA ,CLI-878,293805, USD , CHILE ,S,N
SYNTH-0214,28/06/2025,SEGURO,CLI-313,23620,EUR,Paraguay,S,N
SYNTH-0444,30/12/2025,CUENTA,CLI-543,30658,ARS,Peru,S,N
SYNTH-0670,28/06/2025,SEGURO,CLI-769,375229,EUR,Uruguay,S,N
SYNTH-0725,20-06-2025, Servicio,CLI-824,811564926, ARS,  uruguay,S,N
SYNTH-0849,2025-09-05,seguro,CLI-948,346299617,ars,MEXICO,S,N
SYNTH-0279,28/06/2025,TARJETA,CLI-378,464643,ARS,Uruguay,N,N
SYNTH-0087,18/07/2025,SERVICIO,CLI-186,401214209,EUR,Peru,N,S
SYNTH-0874,32/13/2025,  CUENTA ,CLI-973,41555, USD ,  uruguay,S,N
SYNTH-0942,10-09-2025,tarjeta,CLI-1041,470613,GBP,MEXICO,S,N
SYNTH-0631,05/04/2025,SERVICIO,CLI-730,644217778,ARS,Uruguay,S,S
SYNTH-0047,01/01/2025,PRESTAMO,CLI-146,241128,EUR,Mexico,N,N
SYNTH-0350,22/11/2025,SEGURO,CLI-449,930123314,EUR,Paraguay,N,N
SYNTH-0052,18/07/2025,SERVICIO,CLI-151,547313522,EUR,Uruguay,N,N
SYNTH-0786,15-03-2025,seguro,,498967, USD ,  uruguay,N,S
SYNTH-0540,15/03/2025,TARJETA,CLI-639,39039,USD,Mexico,S,S
SYNTH-0257,15/03/2025,CUENTA,CLI-356,40511,USD,Argentina,S,N
SYNTH-0835,15-03-2025,tarjeta,,247535,usd ,colombia  ,N,S
SYNTH-0655,10/09/2025,SERVICIO,CLI-754,395837,ARS,Uruguay,N,N
SYNTH-0445,30/12/2025,TARJETA,CLI-544,878793792,EUR,Peru,S,N
SYNTH-0863,05-12-2025,  CUENTA ,CLI-962,0,Eur,colombia  ,N,S
SYNTH-0397,30/12/2025,SEGURO,CLI-496,36317,USD,Peru,N,S
SYNTH-0063,18/07/2025,SEGURO,CLI-162,432398,EUR,Paraguay,N,N
SYNTH-0943,2025-01-15,  CUENTA ,CLI-1042,141078337, USD , CHILE ,S,N
SYNTH-0909,32/13/2025,  CUENTA ,CLI-1008,224517,Eur,  uruguay,S,S
SYNTH-0337,28/06/2025,CUENTA,CLI-436,372008,ARS,Chile,N,S
SYNTH-0167,10/09/2025,PRESTAMO,CLI-266,45657,EUR,Peru,N,S
SYNTH-0056,01/01/2025,SERVICIO,CLI-155,1578,EUR,Colombia,S,N
SYNTH-0089,05/04/2025,PRESTAMO,CLI-188,41102,ARS,Argentina,N,S
SYNTH-0297,30/12/2025,SEGURO,CLI-396,40239,ARS,Chile,N,N
SYNTH-0095,01/01/2025,TARJETA,CLI-194,87705,ARS,Argentina,S,N
SYNTH-0952,2025-06-10,  CUENTA ,CLI-1051,1000000000,ars,  uruguay,S,N
SYNTH-0728,32/13/2025,tarjeta,CLI-827,122164,Eur, CHILE ,N,N
SYNTH-0275,10/09/2025,CUENTA,CLI-374,162944,EUR,Uruguay,N,S
SYNTH-0408,18/07/2025,PRESTAMO,CLI-507,11534,EUR,Argentina,N,S
SYNTH-0068,18/07/2025,CUENTA,CLI-167,440031,EUR,Colombia,N,S
SYNTH-0920,10-09-2025,tarjeta,CLI-1019,1091,Eur,colombia  ,S,S
SYNTH-0033,15/03/2025,PRESTAMO,CLI-132,707123902,ARS,Peru,N,S
SYNTH-0906,2025-01-15,  CUENTA ,CLI-1005,287498, USD ,  Argentina,S,N
SYNTH-0981,32/13/2025,PRESTAMO  ,CLI-1080,193832730,Eur,brasil,S,N
SYNTH-0579,30/12/2025,CUENTA,CLI-678,448790127,ARS,Uruguay,N,N
SYNTH-0630,30/12/2025,CUENTA,CLI-729,771213365,EUR,Brasil,S,S
SYNTH-0119,15/03/2025,SEGURO,CLI-218,430063,ARS,Mexico,N,N
SYNTH-0289,22/11/2025,TARJETA,CLI-388,5354,EUR,Brasil,S,S
SYNTH-0634,28/06/2025,SEGURO,CLI-733,171695,ARS,Argentina,N,S
SYNTH-0715,05-12-2025,  CUENTA ,CLI-814,49080,ars,brasil,S,S
SYNTH-0435,22/11/2025,PRESTAMO,CLI-534,902144632,EUR,Brasil,S,S
SYNTH-0711,10-09-2025,tarjeta,CLI-810,40833,usd ,brasil,N,S
SYNTH-0742,2025-01-15,tarjeta,CLI-841,-1,ars,colombia  ,S,S
SYNTH-0269,30/12/2025,SEGURO,CLI-368,327659,USD,Uruguay,S,N
SYNTH-0509,05/04/2025,TARJETA,CLI-608,43957,EUR,Peru,N,N
